Date,Open,High,Low,Close,Adj Close,Volume
2015-07-20,62.900002,63.730000,62.770000,63.360001,63.360001,888800
2015-07-21,63.430000,63.740002,62.340000,62.770000,62.770000,1415800
2015-07-22,62.450001,63.279999,62.220001,62.860001,62.860001,1463100
2015-07-23,63.290001,64.820000,61.900002,62.000000,62.000000,1954000
2015-07-24,62.070000,62.750000,60.480000,61.240002,61.240002,1991500
2015-07-27,60.790001,61.439999,59.860001,61.169998,61.169998,2211100
2015-07-28,61.290001,63.730000,61.250000,63.220001,63.220001,2047700
2015-07-29,63.169998,63.860001,62.450001,63.740002,63.740002,1355100
2015-07-30,63.669998,63.830002,62.840000,63.070000,63.070000,1614800
2015-07-31,63.290001,63.580002,62.590000,62.860001,62.860001,1486600
2015-08-03,62.779999,62.959999,61.130001,61.869999,61.869999,1654000
2015-08-04,62.259998,63.240002,61.849998,62.570000,62.570000,1453500
2015-08-05,62.430000,63.130001,62.430000,62.689999,62.689999,1433700
2015-08-06,62.910000,62.980000,61.939999,62.270000,62.270000,1608100
2015-08-07,62.160000,62.480000,61.340000,62.369999,62.369999,1327400
2015-08-10,63.049999,64.400002,62.619999,63.990002,63.990002,1626100
2015-08-11,63.340000,64.750000,62.759998,64.449997,64.449997,1519900
2015-08-12,63.720001,64.120003,61.380001,63.020000,63.020000,2099100
2015-08-13,63.299999,64.949997,63.200001,64.500000,64.500000,1316700
2015-08-14,64.269997,65.370003,64.150002,65.169998,65.169998,1196400
2015-08-17,65.150002,66.500000,64.570000,66.370003,66.370003,1712200
2015-08-18,66.349998,66.980003,66.150002,66.699997,66.699997,1712600
2015-08-19,66.430000,66.430000,65.050003,65.360001,65.360001,1387900
2015-08-20,64.809998,64.879997,62.799999,62.959999,62.959999,1679300
2015-08-21,62.369999,63.060001,60.619999,61.950001,61.950001,2080400
2015-08-24,58.400002,60.799999,55.160000,59.070000,59.070000,3460400
2015-08-25,61.500000,61.900002,58.689999,58.700001,58.700001,1859500
2015-08-26,60.330002,60.770000,59.049999,60.310001,60.310001,2525300
2015-08-27,61.599998,63.700001,61.299999,62.639999,62.639999,2906200
2015-08-28,62.619999,63.480000,61.970001,63.169998,63.169998,1455600
2015-08-31,63.080002,64.430000,63.080002,64.010002,64.010002,2125300
2015-09-01,62.820000,63.759998,62.220001,63.070000,63.070000,1858800
2015-09-02,63.849998,65.480003,63.660000,65.360001,65.360001,3224400
2015-09-03,66.050003,66.879997,64.599998,64.949997,64.949997,3005600
2015-09-04,64.589996,66.110001,64.320000,65.680000,65.680000,2222700
2015-09-08,66.330002,66.989998,65.330002,65.889999,65.889999,3117300
2015-09-09,66.389999,66.440002,61.220001,64.050003,64.050003,4524800
2015-09-10,60.070000,60.799999,52.880001,53.540001,53.540001,31695300
2015-09-11,54.599998,54.650002,52.910000,54.009998,54.009998,12927100
2015-09-14,53.770000,54.779999,53.150002,53.790001,53.790001,5080800
2015-09-15,53.830002,54.000000,51.959999,53.369999,53.369999,5670900
2015-09-16,53.220001,55.349998,52.810001,54.650002,54.650002,5056200
2015-09-17,54.860001,55.119999,53.180000,53.830002,53.830002,3199000
2015-09-18,53.360001,54.290001,52.639999,52.910000,52.910000,3883800
2015-09-21,54.570000,55.770000,53.470001,53.980000,53.980000,5421700
2015-09-22,53.270000,54.860001,53.259998,54.720001,54.720001,3346800
2015-09-23,55.160000,55.529999,53.160000,53.529999,53.529999,2832600
2015-09-24,53.139999,53.139999,51.980000,52.849998,52.849998,2787800
2015-09-25,53.869999,54.470001,51.650002,52.580002,52.580002,2895700
2015-09-28,52.110001,52.290001,50.110001,50.369999,50.369999,2843600
2015-09-29,50.299999,50.959999,49.450001,49.810001,49.810001,3802600
2015-09-30,50.389999,51.139999,50.000000,50.650002,50.650002,2217000
2015-10-01,50.340000,50.750000,49.520000,50.279999,50.279999,2695200
2015-10-02,49.820000,51.130001,49.139999,51.119999,51.119999,3584300
2015-10-05,51.320000,51.869999,50.930000,51.270000,51.270000,2557400
2015-10-06,51.209999,51.939999,50.869999,51.740002,51.740002,2141900
2015-10-07,53.070000,54.029999,52.150002,54.000000,54.000000,3513200
2015-10-08,53.680000,54.639999,53.599998,54.209999,54.209999,2726200
